DyadID,Year,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-166,1997,1,AIS,1389,,GIA,1390,,1994-02-06,1,1997-12-02,2,0,,0,250,250,250,Algeria,615,4,2.5-2016
2-166,1998,1,AIS,1389,,GIA,1390,,1994-02-06,1,1997-12-02,2,1,1998-12-30,1,25,25,25,Algeria,615,4,2.5-2016
2-168,1993,1,BCP,1665,,PBCP,1666,,1993-01-17,1,1993-05-15,1,1,1993-05-15,1,27,27,30,Bangladesh,771,3,2.5-2016
2-169,2000,3,Laime,1668,,Qaqachaca,1667,,1998-01-26,1,2000-01-25,1,1,2000-07-08,1,50,46,50,Bolivia,145,5,2.5-2016
2-17,2002,1,Ansar al-Islam,1075,,PUK,1103,,2001-09-23,1,2002-07-08,1,0,,0,85,85,160,Iraq,645,2,2.5-2016
2-17,2003,1,Ansar al-Islam,1075,,PUK,1103,,2001-09-23,1,2002-07-08,1,0,,0,66,62,316,Iraq,645,2,2.5-2016
2-17,2004,1,Ansar al-Islam,1075,,PUK,1103,,2001-09-23,1,2002-07-08,1,1,2004-12-04,1,126,117,165,Iraq,645,2,2.5-2016
2-170,2000,1,ALiR,2013,,Palipehutu-FNL,1278,,2000-02-12,3,2000-02-12,3,1,2000-02-12,3,100,100,300,Burundi,516,4,2.5-2016
2-171,1998,3,Bafanji,1772,,Balikumbat ,1773,,1998-02-28,3,1998-02-28,3,1,1998-03-25,2,51,51,60,Cameroon,471,4,2.5-2016
2-172,1991,3,Banya,1774,,"Foulbe, Hausa",547101,"1775, 1462",1991-07-17,2,1991-07-17,2,1,1991-07-17,2,50,9,100,Cameroon,471,4,2.5-2016
2-173,1992,3,Choa Arab,1777,,Kotoko,1776,,1992-01-30,2,1992-11-15,2,0,,0,25,25,110,Cameroon,471,4,2.5-2016
2-173,1993,3,Choa Arab,1777,,Kotoko,1776,,1992-01-30,2,1992-11-15,2,0,,0,47,32,69,Cameroon,471,4,2.5-2016
2-173,1994,3,Choa Arab,1777,,Kotoko,1776,,1992-01-30,2,1992-11-15,2,1,1994-03-26,2,34,30,34,Cameroon,471,4,2.5-2016
2-461,2015,1,Jalisco Cartel New Generation,2036,,Los Zetas,1973,,2011-09-20,1,2014-03-01,5,0,,0,98,98,1299,Mexico,70,5,2.5-2016
2-174,1998,1,Hells Angels,1669,,Rock Machine,1670,,1994-10-20,1,1998-12-31,5,1,1998-12-31,5,27,27,27,Canada,20,5,2.5-2016
2-176,2000,3,Khozam  ,1781,,Oulad Rachid,1780,,2000-11-21,1,2000-11-21,1,1,2000-11-28,1,72,72,72,Chad,483,4,2.5-2016
2-177,2000,1,AUC,1632,,ELN,1605,,1997-05-30,2,2000-07-21,2,0,,0,35,35,143,Colombia,100,5,2.5-2016
2-177,2001,1,AUC,1632,,ELN,1605,,1997-05-30,2,2000-07-21,2,1,2001-10-30,1,40,40,40,Colombia,100,5,2.5-2016
2-96,2015,1,Juarez Cartel,1654,,Sinaloa Cartel,1636,,2004-01-25,2,2008-03-28,3,0,,0,38,38,946,Mexico,70,5,2.5-2016
2-179,1993,1,Medellín Cartel,1635,,PEPES,1672,,1993-02-05,2,1993-02-05,2,1,1993-06-02,1,45,45,45,Colombia,100,5,2.5-2016
2-18,2002,3,Anuak,1435,,Dinka ,1452,,2002-11-27,1,2002-11-27,1,1,2002-12-01,2,41,41,41,Ethiopia,530,4,2.5-2016
2-180,1998,1,MPA/Republic of Anjouan,1397,,MPA - SOC,1782,,1998-12-06,2,1998-12-08,2,1,1998-12-08,2,40,40,60,Comoros,581,4,2.5-2016
2-181,1997,1,AFDL,1268,,ALiR,2013,,1997-01-10,1,1997-03-20,2,1,1997-03-20,2,120,120,120,DR Congo (Zaire),490,4,2.5-2016
2-182,1997,1,AFDL,1268,,Mayi Mayi,1505,,1996-11-05,1,1997-01-03,1,1,1997-01-03,1,33,33,33,DR Congo (Zaire),490,4,2.5-2016
2-183,1993,3,Hunde,1783,,Hutu,1784,,1993-04-30,3,1993-04-30,3,1,1993-09-07,1,157,157,157,DR Congo (Zaire),490,4,2.5-2016
2-183,1995,3,Hunde,1783,,Hutu,1784,,1993-04-30,3,1995-06-09,2,0,,0,465,465,465,DR Congo (Zaire),490,4,2.5-2016
2-183,1996,3,Hunde,1783,,Hutu,1784,,1993-04-30,3,1995-06-09,2,1,1996-10-21,5,119,119,1326,DR Congo (Zaire),490,4,2.5-2016
2-184,1993,3,Banyarwanda,1958,,"Hunde, Nyanga",549016,"1783, 1943",1993-03-21,1,1993-03-21,1,0,,0,3051,351,6051,DR Congo (Zaire),490,4,2.5-2016
2-184,1994,3,Banyarwanda,1958,,"Hunde, Nyanga",549016,"1783, 1943",1993-03-21,1,1993-03-21,1,1,1994-12-31,5,146,146,4000,DR Congo (Zaire),490,4,2.5-2016
2-188,2000,1,"CNDD-FDD, Mayi-Mayi  ",549010,"1505, 1280",RCD,1270,,2000-04-13,3,2000-04-13,3,1,2000-05-15,1,97,70,97,DR Congo (Zaire),490,4,2.5-2016
2-189,1999,1,"ALiR, CNDD-FDD , Mayi Mayi",549024,"1280, 1505, 2013",RCD,1270,,1999-01-31,3,1999-01-31,3,0,,0,91,44,91,DR Congo (Zaire),490,4,2.5-2016
2-189,2000,1,"ALiR, CNDD-FDD , Mayi Mayi",549024,"1280, 1505, 2013",RCD,1270,,1999-01-31,3,1999-01-31,3,1,2000-04-07,2,30,30,30,DR Congo (Zaire),490,4,2.5-2016
2-19,2002,3,Anuak,1435,,Nuer,1519,,2002-07-07,1,2002-07-07,1,0,,0,101,101,106,Ethiopia,530,4,2.5-2016
2-19,2003,3,Anuak,1435,,Nuer,1519,,2002-07-07,1,2002-07-07,1,1,2003-12-14,2,36,36,106,Ethiopia,530,4,2.5-2016
2-190,2000,1,RCD-ML ,1271,,RCD-K-ML ,1650,,2000-11-05,2,2000-11-15,2,1,2000-11-15,2,43,43,50,DR Congo (Zaire),490,4,2.5-2016
2-191,1999,1,Mayi Mayi,1505,,RCD-ML ,1271,,1999-11-14,1,1999-11-14,1,1,1999-11-25,2,80,80,173,DR Congo (Zaire),490,4,2.5-2016
2-193,1991,3,Amhara,1785,,Oromo,1523,,1989-03-31,3,1991-11-14,2,1,1991-11-14,2,25,25,61,Ethiopia,530,4,2.5-2016
2-193,2000,3,Amhara,1785,,Oromo,1523,,1989-03-31,3,2000-11-30,3,0,,0,108,108,108,Ethiopia,530,4,2.5-2016
2-193,2001,3,Amhara,1785,,Oromo,1523,,1989-03-31,3,2000-11-30,3,1,2001-03-31,5,100,100,100,Ethiopia,530,4,2.5-2016
2-194,1992,3,Arbore,1786,,Borana,1445,,1992-06-18,1,1992-06-18,1,1,1992-06-18,1,317,317,317,Ethiopia,530,4,2.5-2016
2-195,1992,3,Borana,1445,,Degodia,1787,,1992-12-31,5,1992-12-31,5,1,1992-12-31,5,51,51,51,Ethiopia,530,4,2.5-2016
2-195,1998,3,Borana,1445,,Degodia,1787,,1992-12-31,5,1998-10-26,2,1,1998-12-31,5,225,225,362,"Ethiopia, Kenya","530, 501",4,2.5-2016
2-195,2000,3,Borana,1445,,Degodia,1787,,1992-12-31,5,2000-05-20,3,1,2000-05-20,3,65,65,65,Ethiopia,530,4,2.5-2016
2-197,2000,3,Borana,1445,,Garre,1963,,2000-07-15,5,2000-09-30,3,0,,0,68,68,68,Ethiopia,530,4,2.5-2016
2-197,2001,3,Borana,1445,,Garre,1963,,2000-07-15,5,2000-09-30,3,1,2001-12-31,3,93,93,93,Ethiopia,530,4,2.5-2016
2-197,2009,3,Borana,1445,,Garre,1963,,2000-07-15,5,2009-02-06,1,1,2009-05-24,1,34,34,34,Ethiopia,530,4,2.5-2016
2-198,2000,3,"Borana, Guji",553001,"1445, 1467",Garre,1963,,2000-09-07,1,2000-09-07,1,0,,0,72,72,72,Ethiopia,530,4,2.5-2016
2-198,2001,3,"Borana, Guji",553001,"1445, 1467",Garre,1963,,2000-09-07,1,2000-09-07,1,1,2001-11-30,3,31,31,31,Ethiopia,530,4,2.5-2016
2-199,2001,3,Derashe,1788,,Zeyle,1789,,2001-11-23,2,2001-11-23,2,1,2001-11-23,2,40,40,40,Ethiopia,530,4,2.5-2016
2-2,2008,3,Abgal clan (Hawiye),1907,,Xawaadle clan (Hawiye),1758,,2008-01-09,1,2008-09-12,2,1,2008-12-26,2,31,31,55,Somalia,520,4,2.5-2016
2-20,2006,3,Agar Dinka,1436,,Gok Dinka,1437,,2006-07-18,2,2006-07-18,2,1,2006-07-18,2,60,60,60,Sudan,625,4,2.5-2016
2-200,1995,3,Gedeo,1790,,Guji,1467,,1995-12-31,5,1995-12-31,5,1,1995-12-31,5,1000,1000,1000,Ethiopia,530,4,2.5-2016
2-200,1998,3,Gedeo,1790,,Guji,1467,,1995-12-31,5,1998-07-22,1,1,1998-07-22,1,700,140,700,Ethiopia,530,4,2.5-2016
2-202,1992,3,Rer Liban subclan (Issaq),1791,,Rer Samatar subclan of Habr Awal (Issaq),1792,,1992-06-30,3,1992-06-30,3,1,1992-06-30,3,100,100,100,Ethiopia,530,4,2.5-2016
2-203,1998,1,"Forest Brothers, White Legion",537201,"1673, 1674",Republic of Abkhazia,1185,,1998-05-18,1,1998-05-20,1,1,35938,1,38,38,66,Georgia,372,1,2.5-2015
2-204,1997,1,Republic of Abkhazia,1185,,White Legion,1674,,1997-07-08,1,1997-12-24,1,1,1997-12-24,1,26,26,36,Georgia,372,1,2.5-2016
2-205,1991,3,Gonja,1944,,"Konkomba, Nawuri ",545202,"1945, 1946",1991-06-25,2,1991-06-25,2,0,,0,30,30,52,Ghana,452,4,2.5-2016
2-205,1992,3,Gonja,1944,,"Konkomba, Nawuri ",545202,"1945, 1946",1991-06-25,2,1991-06-25,2,1,1992-05-25,2,63,63,80,Ghana,452,4,2.5-2016
2-208,1994,3,"Dagomba, Gonja, Nanumba",545201,"1948, 1944, 1947",Konkomba,1946,,1993-01-31,3,1994-02-03,1,0,,0,2004,1004,10024,Ghana,452,4,2.5-2016
2-208,1995,3,"Dagomba, Gonja, Nanumba",545201,"1948, 1944, 1947",Konkomba,1946,,1993-01-31,3,1994-02-03,1,1,1995-04-23,1,155,155,172,Ghana,452,4,2.5-2016
2-209,2000,3,Torma,1955,,Torma Manian,1956,,2000-01-03,1,2000-01-03,1,1,2000-01-03,1,31,31,34,Guinea,438,4,2.5-2016
2-21,2006,1,ARPCT,1438,,ARS/UIC,1355,,2006-02-18,1,2006-02-21,1,1,2006-08-30,1,562,532,636,Somalia,520,4,2.5-2016
2-210,1996,3,Bodo,1675,,Santhal,1676,,1996-05-16,2,1996-05-18,2,1,1996-08-06,1,185,185,216,India,750,3,2.5-2016
2-210,1998,3,Bodo,1675,,Santhal,1676,,1996-05-16,2,1998-06-01,1,1,1998-11-18,1,94,94,119,India,750,3,2.5-2016
2-212,1993,1,HuM,1677,,JKLF,1678,,1991-05-05,1,1993-12-31,5,1,1993-12-31,5,75,75,75,India,750,3,2.5-2016
2-213,1993,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1993-09-15,2,0,,0,211,211,383,India,750,3,2.5-2016
2-213,1994,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1993-09-15,2,0,,0,41,41,41,India,750,3,2.5-2016
2-213,1995,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1993-09-15,2,1,1995-12-31,5,74,74,74,India,750,3,2.5-2016
2-213,1997,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1997-07-07,1,0,,0,70,70,72,India,750,3,2.5-2016
2-213,1998,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1997-07-07,1,1,1998-10-16,1,39,39,39,India,750,3,2.5-2016
2-214,1997,3,Dayak,1680,,Madurese,1681,,1997-01-02,2,1997-01-07,2,1,1997-02-19,1,361,361,374,Indonesia,850,3,2.5-2016
2-214,2001,3,Dayak,1680,,Madurese,1681,,1997-01-02,2,2001-02-21,1,1,2001-04-03,1,496,496,663,Indonesia,850,3,2.5-2016
2-215,1992,3,Dereiat,1682,,al-Shaman,1683,,1992-10-15,1,1992-10-15,1,1,1992-10-20,2,266,266,266,Iraq,645,2,2.5-2016
2-216,1992,1,IMK,1684,,PUK,1103,,1992-08-02,2,1992-08-02,2,0,,0,29,29,29,Iraq,645,2,2.5-2016
2-216,1993,1,IMK,1684,,PUK,1103,,1992-08-02,2,1992-08-02,2,0,,0,122,122,164,Iraq,645,2,2.5-2016
2-216,1994,1,IMK,1684,,PUK,1103,,1992-08-02,2,1992-08-02,2,1,1994-08-07,2,62,62,62,Iraq,645,2,2.5-2016
2-217,1994,1,KDP,1102,,PUK,1103,,1994-05-04,2,1994-06-04,5,0,,0,646,646,944,Iraq,645,2,2.5-2016
2-217,1995,1,KDP,1102,,PUK,1103,,1994-05-04,2,1994-06-04,5,0,,0,330,330,330,Iraq,645,2,2.5-2016
2-217,1996,1,KDP,1102,,PUK,1103,,1994-05-04,2,1994-06-04,5,0,,0,130,130,265,Iraq,645,2,2.5-2016
2-217,1997,1,KDP,1102,,PUK,1103,,1994-05-04,2,1994-06-04,5,1,1997-11-09,2,99,99,103,Iraq,645,2,2.5-2016
2-218,1995,1,KDP,1102,,PKK,1166,,1995-08-31,1,1995-09-02,3,1,1995-12-06,1,338,338,694,Iraq,645,2,2.5-2016
2-218,1997,1,KDP,1102,,PKK,1166,,1995-08-31,1,1997-05-16,1,1,1997-12-01,1,229,229,269,"Iraq, Turkey","645, 640",2,2.5-2016
2-218,2000,1,KDP,1102,,PKK,1166,,1995-08-31,1,2000-07-11,1,1,2000-07-11,1,40,40,40,Iraq,645,2,2.5-2016
2-219,2001,2,Supporters of JLP,1685,,Supporters of PNP,1686,,1989-01-24,3,2001-07-01,5,1,2001-12-29,5,116,116,126,Jamaica,51,5,2.5-2016
2-22,2003,1,Arrow Boys,1439,,LRA,1336,,2003-09-28,2,2003-10-09,1,1,2003-12-16,1,71,71,71,Uganda,500,4,2.5-2016
2-220,2000,3,Ajuran,1793,,Garre,1963,,2000-03-16,1,2000-07-20,2,1,2000-11-30,1,78,78,90,"Ethiopia, Kenya","530, 501",4,2.5-2016
2-221,2001,3,Borana,1445,,Samburu,1794,,1996-06-19,1,2001-02-08,1,1,2001-02-08,1,30,30,30,Kenya,501,4,2.5-2016
2-224,1992,3,Kalenjin,1903,,Luhya,1797,,1992-04-09,2,1992-04-12,1,0,,0,69,69,69,Kenya,501,4,2.5-2016
2-224,1993,3,Kalenjin,1903,,Luhya,1797,,1992-04-09,2,1992-04-12,1,1,1993-10-25,1,27,27,27,Kenya,501,4,2.5-2016
2-225,1992,3,Kalenjin,1903,,"Luo, Kisii",550104,"1768, 1796",1992-03-15,3,1992-03-16,1,1,1992-04-09,2,40,40,40,Kenya,501,4,2.5-2016
2-226,1997,3,Kisii,1796,,Maasai,1909,,1997-10-31,1,1997-11-30,3,1,1997-12-28,1,57,57,62,Kenya,501,4,2.5-2016
2-227,1993,3,Kikuyu,1795,,Maasai,1909,,1992-06-10,1,1993-10-15,1,1,1993-10-27,1,60,52,60,Kenya,501,4,2.5-2016
2-228,2001,3,Marakwet,1798,,Pokot,1529,,1999-03-31,5,2001-03-12,1,1,2001-03-12,1,65,65,79,Kenya,501,4,2.5-2016
2-23,1997,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,46,46,72,Colombia,100,5,2.5-2016
2-23,1998,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,130,130,335,Colombia,100,5,2.5-2016
2-23,1999,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,143,143,218,Colombia,100,5,2.5-2016
2-23,2000,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,247,247,295,Colombia,100,5,2.5-2016
2-23,2001,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,447,447,640,Colombia,100,5,2.5-2016
2-23,2002,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,569,554,851,Colombia,100,5,2.5-2016
2-23,2003,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,99,99,99,Colombia,100,5,2.5-2016
2-23,2004,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,248,248,259,Colombia,100,5,2.5-2016
2-23,2005,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,1,2005-10-28,1,190,190,199,Colombia,100,5,2.5-2016
2-230,1998,3,Nandi,1799,,Pokot,1529,,1998-08-12,2,1998-09-01,3,1,1998-09-01,3,35,35,35,Kenya,501,4,2.5-2016
2-232,2001,3,"Orma, Wardei",550103,"1800, 1801",Pokomo,1802,,2001-03-07,2,2001-12-06,1,1,2001-12-08,1,66,66,78,Kenya,501,4,2.5-2016
2-337,2000,3,Bokora Karimojong,1444,,"Matheniko Karimojong, Turkana",550009,"1908, 1554",2000-07-02,1,2000-07-02,1,1,2000-07-02,1,60,60,60,Uganda,500,4,2.5-2016
2-234,1989,1,Amal,1081,,Hezbollah,1209,,1989-01-01,1,1989-01-08,1,0,,0,213,213,245,Lebanon,660,2,2.5-2016
2-234,1990,1,Amal,1081,,Hezbollah,1209,,1989-01-01,1,1989-01-08,1,1,1990-08-31,1,271,244,286,Lebanon,660,2,2.5-2016
2-235,1990,1,Fatah,1049,,Fatah Revolutionary Council,1687,,05/31/1989,3,1990-09-07,1,1,1990-09-09,1,78,78,83,Lebanon,660,2,2.5-2016
2-236,1992,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,0,,0,30,30,36,Lebanon,660,2,2.5-2016
2-236,1993,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,0,,0,26,19,28,Lebanon,660,2,2.5-2016
2-236,1994,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,0,,0,48,48,49,Lebanon,660,2,2.5-2016
2-236,1995,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,1,1995-12-24,1,36,36,43,Lebanon,660,2,2.5-2016
2-236,1998,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1998-12-31,5,0,,0,31,31,33,Lebanon,660,2,2.5-2016
2-236,1999,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1998-12-31,5,0,,0,30,28,30,Lebanon,660,2,2.5-2016
2-236,2000,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1998-12-31,5,1,2000-05-12,1,27,26,27,Lebanon,660,2,2.5-2016
2-237,1989,1,Forces of Michel Aoun,1084,,Lebanese Forces,1085,,1989-02-15,1,1989-02-15,1,0,,0,66,56,75,Lebanon,660,2,2.5-2016
2-237,1990,1,Forces of Michel Aoun,1084,,Lebanese Forces,1085,,1989-02-15,1,1989-02-15,1,1,1990-06-19,1,786,714,1034,Lebanon,660,2,2.5-2016
2-238,1990,1,INPFL,1359,,NPFL,1358,,1990-01-31,3,1990-01-31,3,1,1990-10-14,1,45,45,102,Liberia,450,4,2.5-2016
2-239,1994,1,LPC,1496,,NPFL,1358,,1993-10-11,1,1994-09-11,1,0,,0,192,191,192,Liberia,450,4,2.5-2016
2-239,1995,1,LPC,1496,,NPFL,1358,,1993-10-11,1,1994-09-11,1,1,1995-08-09,1,50,50,218,"Liberia, Ivory Coast","450, 437",4,2.5-2016
2-240,1991,1,NPFL,1358,,ULIMO,1558,,1991-09-04,1,1991-10-23,2,0,,0,313,313,313,"Liberia, Sierra Leone","450, 451",4,2.5-2016
2-240,1992,1,NPFL,1358,,ULIMO,1558,,1991-09-04,1,1991-10-23,2,1,1992-12-08,1,55,55,1555,Liberia,450,4,2.5-2016
2-241,1996,1,"NPFL, ULIMO-K",545001,"1358, 1557","AFL, LPC, ULIMO-J",545002,"1428, 1496, 1556",1996-04-09,2,1996-04-16,1,1,1996-05-24,2,2000,347,3000,Liberia,450,4,2.5-2016
2-242,1994,1,ULIMO - J,1556,,ULIMO - K,1557,,1992-05-31,2,1994-03-10,3,1,1994-06-24,1,303,303,423,"Liberia, Sierra Leone","450, 451",4,2.5-2016
2-243,1994,1,"ARLA, FIAA, FPLA",543201,"1804, 1374, 1803",MPA,1373,,1994-06-12,2,1994-06-12,2,1,1994-06-12,2,30,30,30,Mali,432,4,2.5-2016
2-244,1997,3,Fulani,1461,,Touareg,1806,,1997-03-31,3,1997-07-05,1,1,1997-07-05,1,34,34,34,"Mali, Niger","432, 436",4,2.5-2016
2-244,2014,3,Fulani,1461,,Touareg,1806,,1997-03-31,3,2014-02-06,1,1,2014-02-06,1,30,30,30,Mali,432,4,2.5-2016
2-14337,2015,1,Los Ardillos,6009,,Los Rojos,3299,,07/08/2014,1,05/20/2015,2,0,,0,56,56,69,Mexico,70,5,2.5-2016
2-246,1991,1,Naparama,1807,,Renamo,1347,,1991-05-20,1,1991-06-29,1,1,1991-12-05,1,63,63,94,Mozambique,541,4,2.5-2016
2-247,2000,1,MDA,1691,,MDA - LM,1692,,12/10/2000,3,2000-12-10,3,1,2000-12-10,3,70,70,250,Myanmar (Burma),775,3,2.5-2016
2-248,1990,1,MTA,1097,,UWSA,1207,,1990-02-14,3,1990-02-14,3,0,,0,234,102,266,Myanmar (Burma),775,3,2.5-2016
2-248,1991,1,MTA,1097,,UWSA,1207,,1990-02-14,3,1990-02-14,3,1,1991-12-21,3,357,357,357,"Myanmar (Burma), Thailand","775, 800",3,2.5-2016
2-248,1995,1,MTA,1097,,UWSA,1207,,1990-02-14,3,1995-09-21,2,1,1995-12-31,5,1042,1042,1542,Myanmar (Burma),775,3,2.5-2016
2-249,1993,3,Adoni,1808,,Ogoni,1910,,1993-07-09,1,1993-07-09,1,1,1993-09-20,2,1085,1085,1085,Nigeria,475,4,2.5-2016
2-25,2008,1,Bangadi Militia,1762,,LRA,1336,,2008-10-20,1,2008-10-20,1,1,2008-10-20,1,27,27,36,DR Congo (Zaire),490,4,2.5-2016
2-251,2001,3,Azara,1811,,Tiv,1911,,2001-06-25,3,2001-06-25,3,1,2001-06-25,3,200,200,200,Nigeria,475,4,2.5-2016
2-252,2000,3,Efik,1812,,Ibibio,1813,,1992-02-18,2,2000-05-21,2,1,2000-05-21,2,90,90,90,Nigeria,475,4,2.5-2016
2-253,1999,3,Fulani,1461,,Wurukum ,1814,,1999-02-28,3,1999-03-29,5,1,1999-03-29,5,100,100,100,Nigeria,475,4,2.5-2016
2-254,2008,3,"Afisare, Anaguta, Birom",547510,"1815, 1433, 1443","Fulani, Hausa",547520,"1461, 1462",2001-09-08,2,2008-11-29,2,1,2008-11-29,2,200,200,200,Nigeria,475,4,2.5-2016
2-429,2015,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2010-01-19,1,0,,0,117,117,123,Nigeria,475,4,2.5-2016
2-255,1999,3,Hausa,1462,,Ninzam,1816,,1999-05-21,1,1999-05-21,1,1,1999-05-21,1,100,100,100,Nigeria,475,4,2.5-2016
2-256,1997,3,Ife,1817,,Modakeke,1818,,1997-08-19,2,1997-08-19,2,0,,0,144,144,144,Nigeria,475,4,2.5-2016
2-256,1998,3,Ife,1817,,Modakeke,1818,,1997-08-19,2,1997-08-19,2,1,1998-08-18,1,34,34,40,Nigeria,475,4,2.5-2016
2-256,2000,3,Ife,1817,,Modakeke,1818,,1997-08-19,2,2000-03-03,1,1,2000-05-04,1,61,61,69,Nigeria,475,4,2.5-2016
2-257,1998,3,Ijaw,1477,,Ilaje,1819,,1998-09-24,1,1998-09-30,3,0,,0,50,50,50,Nigeria,475,4,2.5-2016
2-257,1999,3,Ijaw,1477,,Ilaje,1819,,1998-09-24,1,1998-09-30,3,1,1999-09-26,2,70,70,70,Nigeria,475,4,2.5-2016
2-258,1998,3,Ijaw,1477,,Urhobo,1820,,1997-03-30,2,1998-03-20,1,1,1998-03-20,1,30,30,30,Nigeria,475,4,2.5-2016
2-259,1991,3,Jukun,1821,,Tiv,1911,,1990-10-10,3,1991-10-31,3,0,,0,30,30,1050,Nigeria,475,4,2.5-2016
2-259,1992,3,Jukun,1821,,Tiv,1911,,1990-10-10,3,1991-10-31,3,1,1992-02-20,3,100,100,1050,Nigeria,475,4,2.5-2016
2-259,2001,3,Jukun,1821,,Tiv,1911,,1990-10-10,3,2001-10-15,3,1,2001-12-06,1,545,545,545,Nigeria,475,4,2.5-2016
2-26,2008,3,Bangesh,1651,,Turi,1652,,2008-04-08,1,2008-08-09,1,0,,0,449,449,570,Pakistan,770,3,2.5-2016
2-26,2009,3,Bangesh,1651,,Turi,1652,,2008-04-08,1,2008-08-09,1,1,2009-07-01,1,115,115,115,Pakistan,770,3,2.5-2016
2-260,1996,3,Fulani,1461,,Karimjo,1822,,1996-04-14,3,1996-04-14,3,1,1996-04-14,3,80,40,80,Nigeria,475,4,2.5-2016
2-261,2001,3,Kwala,1823,,Tiv,1911,,2001-04-05,2,2001-04-05,2,1,2001-04-05,2,50,46,50,Nigeria,475,4,2.5-2016
2-262,1992,3,Odtikas,1824,,Ogoni,1910,,1992-12-01,1,1992-12-01,1,1,1992-12-01,1,60,60,60,Nigeria,475,4,2.5-2016
2-263,1994,3,Ndoki,1825,,Ogoni,1910,,1994-04-30,3,1994-04-30,3,1,1994-04-30,3,30,20,30,Nigeria,475,4,2.5-2016
2-264,1999,3,Eleme,1826,,Okrika,1912,,1999-10-04,1,1999-10-04,1,1,1999-10-04,1,25,25,30,Nigeria,475,4,2.5-2016
2-265,1993,3,Ogoni,1910,,Okrika,1912,,1993-12-13,2,1993-12-13,2,1,1993-12-13,2,90,90,95,Nigeria,475,4,2.5-2016
2-266,1998,3,Igbo,1476,,Tiv,1911,,1998-12-18,2,1998-12-18,2,1,1998-12-18,2,32,32,32,Nigeria,475,4,2.5-2016
2-267,1999,3,Aguleri,1828,,Umuleri,1827,,1999-04-23,3,1999-04-23,3,1,1999-07-31,3,420,97,420,Nigeria,475,4,2.5-2016
2-268,1999,3,"Ijaw, Urhobo",547501,"1477, 1820",Itsekiri,1480,,1999-06-04,1,1999-06-07,2,1,1999-06-09,1,39,39,39,Nigeria,475,4,2.5-2016
2-269,1994,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1994-09-14,1,0,,0,87,87,87,Pakistan,770,3,2.5-2016
2-269,1995,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1994-09-14,1,1,1995-06-26,1,42,42,45,Pakistan,770,3,2.5-2016
2-269,1997,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1997-06-20,5,0,,0,73,73,73,Pakistan,770,3,2.5-2016
2-269,1998,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1997-06-20,5,1,1998-10-31,1,38,38,66,Pakistan,770,3,2.5-2016
2-27,2007,3,Bena Kapuya,1504,,Bena Nsimba,1503,,2007-09-20,2,2007-09-22,2,1,2007-09-22,2,25,25,25,DR Congo (Zaire),490,4,2.5-2016
2-271,2001,3,Wagia subclan of Takima,1696,,Wayai subclan of Takima,1697,,2001-05-31,3,2001-05-31,3,1,2001-05-31,3,25,25,25,Papua New Guinea,910,3,2.5-2016
2-272,2001,3,Unjamap,1699,,Wogia-Tunjup,1698,,2000-01-14,3,2001-12-22,1,1,2001-12-28,2,36,36,56,Papua New Guinea,910,3,2.5-2016
2-273,1998,3,Hadji Faizal Abdulkarim clan,1700,,Hadji Masir Ahalul clan,1701,,1998-07-13,2,1998-07-13,2,1,1998-07-13,2,30,30,30,Philippines,840,3,2.5-2016
